Name,Date,Hour,StolenObject,PlaceDescription,Neighborhood,GeneralDescription,ModusOperandi
Tyler Rose,03/31/2022,04:20:34,Vehiculo,En el centro de la ciudad,Puente Aranda,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Michelle Dunn MD,06/16/2022,08:50:46,Papeles,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Jillian Raymond,06/20/2022,12:01:08,Bolso,Cerca a la universidad nacional de Colombia,Chapinero,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Justin Moore,07/25/2022,11:42:09,Computador,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Maria Montgomery,01/03/2022,21:49:57,Papeles,Cerca a la universidad nacional de Colombia,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Sandra Johnson,07/19/2022,21:15:38,Bolso,Cerca a la universidad nacional de Colombia,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Elizabeth Baker,07/13/2022,09:55:49,Bolso,En el centro de la ciudad,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Steven Young,04/12/2022,04:16:04,Computador,En el centro de la ciudad,Ciudad Bolivar,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Natalie Bradshaw,07/11/2022,07:56:47,Bicicleta,En el centro de la ciudad,Suba,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Charles Fry,07/17/2022,00:27:43,Bolso,Cerca a la universidad nacional de Colombia,Tunjuelito,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Julie Johnson,02/12/2022,03:50:53,Billetera,En el centro de la ciudad,Tunjuelito,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Tyler Lee,05/08/2022,00:52:12,Papeles,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Priscilla Smith,04/12/2022,00:04:55,Bicicleta,Cerca a la universidad nacional de Colombia,Teusaquillo,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Tracy Duncan,05/27/2022,06:48:47,Bicicleta,En el centro de la ciudad,Teusaquillo,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Craig Lopez,03/29/2022,01:18:24,Billetera,En el centro de la ciudad,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Mr. Samuel Robbins,03/29/2022,15:15:03,Billetera,Cerca a la universidad nacional de Colombia,Engativá,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Jeremy Harper,06/22/2022,12:36:32,Celular,En el centro de la ciudad,Fontibón,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Allison Hill,02/18/2022,17:31:12,Celular,En el centro de la ciudad,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Mark Wilson,06/08/2022,14:58:04,Billetera,En el centro de la ciudad,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Tony Bass,05/04/2022,07:45:49,Vehiculo,Cerca a la universidad nacional de Colombia,Barrios Unidos,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Debra Mcgee,02/09/2022,22:16:56,Papeles,Cerca a la universidad nacional de Colombia,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Robin Pruitt DVM,06/22/2022,22:17:14,Papeles,Cerca a la universidad nacional de Colombia,San Cristobal,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Amy Lawrence,07/02/2022,14:21:56,Bicicleta,Cerca a la universidad nacional de Colombia,Puente Aranda,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Brian Cooper,02/13/2022,02:12:56,Bolso,Cerca a la universidad nacional de Colombia,Kennedy,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Carolyn Lester,04/18/2022,15:08:53,Celular,Cerca a la universidad nacional de Colombia,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Joseph Merritt,06/29/2022,01:05:18,Celular,En el centro de la ciudad,Engativá,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Regina Gomez,05/05/2022,15:39:24,Bolso,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Jillian Haynes,05/18/2022,06:49:00,Bolso,En el centro de la ciudad,Puente Aranda,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Emily Booth,01/30/2022,15:36:34,Bolso,Cerca a la universidad nacional de Colombia,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Kevin Johnson,07/12/2022,20:29:20,Vehiculo,Cerca a la universidad nacional de Colombia,Puente Aranda,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Franklin Coleman,07/04/2022,07:30:58,Vehiculo,En el centro de la ciudad,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Janet Morris,03/10/2022,06:16:39,Computador,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Melissa Velasquez,04/27/2022,12:27:39,Papeles,Cerca a la universidad nacional de Colombia,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Victoria Myers,07/25/2022,23:27:42,Bolso,Cerca a la universidad nacional de Colombia,Sumapaz,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Daniel House,01/12/2022,15:55:51,Bolso,Cerca a la universidad nacional de Colombia,Chapinero,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Courtney Roy,02/15/2022,09:01:44,Bolso,Cerca a la universidad nacional de Colombia,Kennedy,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
April Wilcox,04/18/2022,22:56:04,Billetera,Cerca a la universidad nacional de Colombia,Tunjuelito,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Heather Shelton,01/20/2022,12:55:01,Computador,Cerca a la universidad nacional de Colombia,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Kim Harris,05/13/2022,14:08:11,Computador,En el centro de la ciudad,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Michael Hernandez DDS,04/17/2022,12:09:34,Billetera,En el centro de la ciudad,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Michael Lewis,06/12/2022,12:12:34,Billetera,En el centro de la ciudad,Engativá,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Jonathan Cole,06/07/2022,02:50:49,Papeles,En el centro de la ciudad,Puente Aranda,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Daniel Wagner,03/24/2022,16:05:08,Papeles,Cerca a la universidad nacional de Colombia,Los Martires,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Rebecca Hill,04/03/2022,13:48:46,Billetera,Cerca a la universidad nacional de Colombia,Engativá,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Lynn Bradley,02/22/2022,23:08:33,Celular,Cerca a la universidad nacional de Colombia,Chapinero,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Amy Holmes,05/13/2022,15:30:38,Vehiculo,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Sharon Haynes,07/25/2022,03:24:06,Computador,En el centro de la ciudad,Teusaquillo,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Laura Rosario,08/04/2022,20:25:01,Bolso,Cerca a la universidad nacional de Colombia,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Shannon Jimenez,03/28/2022,23:02:45,Bolso,En el centro de la ciudad,Barrios Unidos,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Frances Wells,02/02/2022,12:51:48,Computador,Cerca a la universidad nacional de Colombia,San Cristobal,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Jacob Hill,04/17/2022,05:42:41,Computador,En el centro de la ciudad,Puente Aranda,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Austin Ramirez,03/04/2022,00:10:58,Vehiculo,Cerca a la universidad nacional de Colombia,Los Martires,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Donald Miller,07/08/2022,09:58:10,Billetera,En el centro de la ciudad,Antonio Narino,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Jody Hess,05/21/2022,20:58:55,Bicicleta,En el centro de la ciudad,Puente Aranda,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Crystal Charles,08/02/2022,10:27:05,Billetera,Cerca a la universidad nacional de Colombia,Barrios Unidos,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Mark Carr,01/13/2022,06:28:05,Celular,En el centro de la ciudad,Engativá,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Paige George,02/17/2022,02:03:39,Bolso,Cerca a la universidad nacional de Colombia,San Cristobal,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Lisa Thompson,03/05/2022,23:28:20,Bolso,En el centro de la ciudad,Puente Aranda,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Kelsey Wyatt,06/30/2022,07:24:19,Computador,Cerca a la universidad nacional de Colombia,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Bryan Cooper,05/13/2022,19:14:03,Celular,Cerca a la universidad nacional de Colombia,Fontibón,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Beth Smith,06/01/2022,14:46:10,Computador,Cerca a la universidad nacional de Colombia,Teusaquillo,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Brandon Gardner,02/21/2022,16:17:51,Vehiculo,Cerca a la universidad nacional de Colombia,Fontibón,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Jacqueline Ross,07/31/2022,13:51:14,Bicicleta,En el centro de la ciudad,La Candelaria,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Jeffrey Mueller,04/18/2022,13:21:28,Billetera,En el centro de la ciudad,Chapinero,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Mitchell Gray,05/13/2022,04:06:32,Computador,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Steven Schmidt,05/12/2022,16:28:55,Billetera,Cerca a la universidad nacional de Colombia,Antonio Narino,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Amanda Contreras,04/10/2022,17:42:57,Computador,En el centro de la ciudad,Usaquen,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Ronald Robinson,06/14/2022,06:20:21,Bicicleta,En el centro de la ciudad,Teusaquillo,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Sarah Young,04/03/2022,15:17:17,Billetera,Cerca a la universidad nacional de Colombia,Barrios Unidos,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Robert Sutton,04/13/2022,21:10:41,Bolso,Cerca a la universidad nacional de Colombia,Tunjuelito,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Andrew Greer,03/01/2022,11:12:31,Vehiculo,En el centro de la ciudad,Sabta Fe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Robin Pitts,06/16/2022,19:47:11,Computador,Cerca a la universidad nacional de Colombia,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Barbara Miller,03/26/2022,21:22:01,Computador,En el centro de la ciudad,Teusaquillo,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Marc Bridges,04/07/2022,00:05:06,Papeles,En el centro de la ciudad,Sumapaz,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Kathy Good,01/15/2022,23:45:19,Bicicleta,Cerca a la universidad nacional de Colombia,Barrios Unidos,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Bruce Burns,05/27/2022,21:20:53,Papeles,En el centro de la ciudad,Usaquen,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Troy Rice,07/07/2022,13:18:09,Bolso,Cerca a la universidad nacional de Colombia,Kennedy,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Jeremy Freeman,07/07/2022,23:08:06,Computador,Cerca a la universidad nacional de Colombia,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Logan Richard,03/21/2022,19:42:59,Computador,Cerca a la universidad nacional de Colombia,Los Martires,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Robert Collins,02/20/2022,17:23:05,Bolso,En el centro de la ciudad,La Candelaria,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Zachary Ortega,07/27/2022,13:54:34,Vehiculo,En el centro de la ciudad,Engativá,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Andrew Torres,03/06/2022,10:36:05,Bolso,Cerca a la universidad nacional de Colombia,Los Martires,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Michael Parker,03/23/2022,15:36:14,Papeles,En el centro de la ciudad,Suba,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Evan Anderson,05/26/2022,18:48:45,Bolso,Cerca a la universidad nacional de Colombia,Teusaquillo,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Kyle Hammond,01/15/2022,06:42:05,Computador,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Christopher Harris,06/19/2022,23:07:24,Papeles,En el centro de la ciudad,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Melanie Calhoun,06/10/2022,01:28:58,Computador,Cerca a la universidad nacional de Colombia,Tunjuelito,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Christopher Cummings,07/18/2022,16:44:50,Computador,Cerca a la universidad nacional de Colombia,Barrios Unidos,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Patrick Merritt,03/20/2022,05:31:41,Bicicleta,Cerca a la universidad nacional de Colombia,Suba,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
David Manning,07/12/2022,05:20:52,Billetera,Cerca a la universidad nacional de Colombia,Teusaquillo,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Daniel Mckee,02/09/2022,10:34:50,Papeles,En el centro de la ciudad,Bosa,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Edward Diaz,02/20/2022,07:00:16,Papeles,En el centro de la ciudad,San Cristobal,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Bryan Nelson,06/23/2022,09:01:36,Bicicleta,En el centro de la ciudad,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Kelsey Faulkner,02/13/2022,07:37:45,Celular,Cerca a la universidad nacional de Colombia,Teusaquillo,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Christopher Gray,05/27/2022,18:21:58,Bicicleta,En el centro de la ciudad,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Marisa Smith,04/29/2022,17:45:02,Bicicleta,En el centro de la ciudad,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Nicholas Simmons,05/08/2022,06:55:19,Vehiculo,En el centro de la ciudad,Barrios Unidos,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Erik Bailey,02/11/2022,12:05:46,Computador,Cerca a la universidad nacional de Colombia,Puente Aranda,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Kathleen Miles,01/13/2022,21:06:51,Papeles,En el centro de la ciudad,Ciudad Bolivar,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
William Wilson,03/26/2022,13:15:43,Celular,Cerca a la universidad nacional de Colombia,San Cristobal,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Robert Reed,04/05/2022,18:52:38,Celular,En el centro de la ciudad,Los Martires,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Anita Walker,02/11/2022,22:20:07,Vehiculo,En el centro de la ciudad,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Christina Watson,05/11/2022,00:11:00,Celular,Cerca a la universidad nacional de Colombia,Antonio Narino,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Alexander Edwards,08/03/2022,00:29:25,Computador,En el centro de la ciudad,Teusaquillo,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Robin Morris,05/30/2022,04:12:51,Vehiculo,En el centro de la ciudad,Los Martires,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Jason Murphy,01/22/2022,22:06:25,Bicicleta,En el centro de la ciudad,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Samantha Cooley,07/07/2022,18:59:02,Vehiculo,En el centro de la ciudad,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Melvin Schultz,08/03/2022,14:30:48,Celular,En el centro de la ciudad,Barrios Unidos,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
David Mclaughlin,04/27/2022,05:26:22,Bicicleta,Cerca a la universidad nacional de Colombia,Usme,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Amy Johnson,01/09/2022,07:04:19,Bicicleta,Cerca a la universidad nacional de Colombia,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Richard Meza,02/22/2022,07:10:27,Vehiculo,Cerca a la universidad nacional de Colombia,Puente Aranda,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Megan Moreno,06/21/2022,00:10:35,Billetera,En el centro de la ciudad,Barrios Unidos,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Sandra Moody,03/16/2022,10:38:04,Billetera,En el centro de la ciudad,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Jacob Weaver,04/30/2022,22:50:30,Computador,En el centro de la ciudad,Los Martires,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Catherine Long,05/06/2022,00:12:37,Papeles,En el centro de la ciudad,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Adam Long,07/11/2022,17:08:00,Billetera,En el centro de la ciudad,Suba,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Thomas Berry,07/30/2022,04:48:53,Vehiculo,En el centro de la ciudad,Sumapaz,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Colleen Ali,07/12/2022,07:19:58,Bicicleta,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Samuel Craig,06/12/2022,15:05:17,Billetera,En el centro de la ciudad,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Kelly Roman,04/25/2022,19:11:05,Computador,Cerca a la universidad nacional de Colombia,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Jenna Ruiz,01/12/2022,23:58:54,Bolso,En el centro de la ciudad,Antonio Narino,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Jeffrey Brown,07/08/2022,06:18:10,Bolso,Cerca a la universidad nacional de Colombia,Fontibón,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Tammy Pierce,07/18/2022,03:37:14,Papeles,En el centro de la ciudad,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Scott Gates,07/28/2022,23:52:33,Billetera,En el centro de la ciudad,Puente Aranda,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Morgan Bishop,02/08/2022,11:25:06,Computador,En el centro de la ciudad,San Cristobal,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Nathan Nguyen,06/11/2022,19:59:09,Billetera,En el centro de la ciudad,Bosa,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Mrs. Danielle Martin,03/06/2022,05:32:00,Celular,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Dr. Brianna Miller MD,01/21/2022,04:08:30,Celular,En el centro de la ciudad,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Nancy Johnson,06/23/2022,08:24:45,Vehiculo,En el centro de la ciudad,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Ryan Marks,07/24/2022,06:49:19,Vehiculo,Cerca a la universidad nacional de Colombia,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Tiffany Gordon,05/09/2022,19:55:59,Celular,Cerca a la universidad nacional de Colombia,Los Martires,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Kimberly Becker,06/25/2022,06:53:44,Vehiculo,Cerca a la universidad nacional de Colombia,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Hector Snyder,01/19/2022,14:34:36,Computador,En el centro de la ciudad,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Sarah Reynolds,02/21/2022,02:26:09,Vehiculo,Cerca a la universidad nacional de Colombia,Engativá,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Brandon Williams,05/25/2022,13:24:25,Celular,En el centro de la ciudad,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Sonia Mcknight,05/31/2022,21:40:26,Celular,Cerca a la universidad nacional de Colombia,Puente Aranda,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Barbara Hughes,07/31/2022,13:22:16,Papeles,En el centro de la ciudad,Rafael Uribe Uribe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Bonnie Neal,06/27/2022,04:04:33,Computador,En el centro de la ciudad,Los Martires,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Virginia Young,05/15/2022,07:06:02,Celular,Cerca a la universidad nacional de Colombia,Usaquen,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Laura Watson,02/14/2022,16:16:50,Papeles,Cerca a la universidad nacional de Colombia,Chapinero,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Sara Sharp,04/22/2022,04:34:41,Bicicleta,En el centro de la ciudad,San Cristobal,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Samuel Smith,03/26/2022,10:58:11,Bicicleta,Cerca a la universidad nacional de Colombia,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Pamela Rasmussen,07/14/2022,21:43:28,Celular,Cerca a la universidad nacional de Colombia,Bosa,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Christian Jones,04/09/2022,05:16:58,Bicicleta,En el centro de la ciudad,Bosa,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Sherry Green,03/24/2022,11:35:37,Billetera,En el centro de la ciudad,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Katherine Mcpherson,01/08/2022,12:22:29,Bicicleta,Cerca a la universidad nacional de Colombia,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Dr. Felicia Caldwell,06/24/2022,03:39:40,Papeles,Cerca a la universidad nacional de Colombia,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Devin Walker,06/12/2022,16:20:12,Papeles,Cerca a la universidad nacional de Colombia,Kennedy,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Ashley Nielsen,02/16/2022,04:26:02,Bicicleta,Cerca a la universidad nacional de Colombia,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Steven Phillips,05/29/2022,06:43:59,Vehiculo,Cerca a la universidad nacional de Colombia,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Kristen Cruz,03/23/2022,15:26:50,Celular,Cerca a la universidad nacional de Colombia,Suba,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
David Gibbs,03/30/2022,10:48:49,Papeles,Cerca a la universidad nacional de Colombia,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Amy Horn,08/02/2022,06:11:31,Computador,Cerca a la universidad nacional de Colombia,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Alan Moran,03/27/2022,09:47:48,Billetera,Cerca a la universidad nacional de Colombia,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Amy Lee,02/12/2022,19:17:11,Computador,Cerca a la universidad nacional de Colombia,Antonio Narino,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Nicole Davis,01/30/2022,08:15:42,Bicicleta,Cerca a la universidad nacional de Colombia,Ciudad Bolivar,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Tiffany Jones,07/12/2022,01:03:42,Billetera,Cerca a la universidad nacional de Colombia,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Alexandra Cole,02/14/2022,17:19:02,Bolso,Cerca a la universidad nacional de Colombia,San Cristobal,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
James Conner,07/19/2022,22:11:51,Celular,Cerca a la universidad nacional de Colombia,Kennedy,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Sara Hayes,04/14/2022,07:26:10,Bolso,En el centro de la ciudad,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
April Nelson,07/25/2022,12:11:27,Celular,Cerca a la universidad nacional de Colombia,Tunjuelito,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
James Bennett,02/16/2022,02:31:32,Celular,En el centro de la ciudad,Ciudad Bolivar,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Denise Hanna,04/13/2022,04:40:57,Bicicleta,Cerca a la universidad nacional de Colombia,Usme,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Stephanie Allen,07/08/2022,17:53:59,Vehiculo,Cerca a la universidad nacional de Colombia,Los Martires,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
